domain,label,asn,cop,subnet
91.184.54.25,0.5,60781.0,LeaseWeb Netherlands B.V.,91.184.54
31.13.90.19,0.5,32934.0,FACEBOOK,31.13.90
35.75.255.9,0.5,16509.0,AMAZON-02,35.75.255
54.199.90.60,0.5,16509.0,AMAZON-02,54.199.90
144.2.12.25,0.5,14413.0,LINKEDIN,144.2.12
104.21.2.241,0.5,13335.0,CLOUDFLARENET,104.21.2
172.67.129.212,0.5,13335.0,CLOUDFLARENET,172.67.129
67.22.34.22,0.5,48684.0,Viking Host B.V.,67.22.34
172.67.72.249,0.5,13335.0,CLOUDFLARENET,172.67.72
104.26.6.224,0.5,13335.0,CLOUDFLARENET,104.26.6
104.26.7.224,0.5,13335.0,CLOUDFLARENET,104.26.7
104.21.37.131,0.5,13335.0,CLOUDFLARENET,104.21.37
172.67.208.61,0.5,13335.0,CLOUDFLARENET,172.67.208
104.21.46.121,0.5,13335.0,CLOUDFLARENET,104.21.46
172.67.138.140,0.5,13335.0,CLOUDFLARENET,172.67.138
199.59.150.12,0.5,13414.0,TWITTER,199.59.150
85.93.88.219,0.5,8972.0,Host Europe GmbH,85.93.88
168.146.112.11,0.5,9823.0,Pearson Group,168.146.112
104.21.81.37,0.5,13335.0,CLOUDFLARENET,104.21.81
172.67.188.40,0.5,13335.0,CLOUDFLARENET,172.67.188
157.240.211.37,0.5,32934.0,FACEBOOK,157.240.211
146.190.111.86,0.5,14061.0,DIGITALOCEAN-ASN,146.190.111
202.119.80.178,0.5,4538.0,China Education and Research Network Center,202.119.80
160.44.195.252,0.5,6878.0,T-Systems International GmbH,160.44.195
128.199.111.193,0.5,14061.0,DIGITALOCEAN-ASN,128.199.111
172.67.161.209,0.5,13335.0,CLOUDFLARENET,172.67.161
104.21.73.110,0.5,13335.0,CLOUDFLARENET,104.21.73
157.240.200.63,0.5,32934.0,FACEBOOK,157.240.200
104.21.52.140,0.5,13335.0,CLOUDFLARENET,104.21.52
172.67.200.74,0.5,13335.0,CLOUDFLARENET,172.67.200
141.226.224.32,0.5,200478.0,Taboola.com ltd,141.226.224
104.21.10.70,0.5,13335.0,CLOUDFLARENET,104.21.10
172.67.131.67,0.5,13335.0,CLOUDFLARENET,172.67.131
69.231.183.244,0.5,135629.0,Ningxia West Cloud Data Technology Co.Ltd.,69.231.183
52.82.86.247,0.5,135629.0,Ningxia West Cloud Data Technology Co.Ltd.,52.82.86
46.229.170.92,0.5,39572.0,DataWeb Global Group B.V.,46.229.170
109.206.182.168,0.5,50245.0,Serverel Inc.,109.206.182
104.18.40.56,0.5,13335.0,CLOUDFLARENET,104.18.40
172.64.147.200,0.5,13335.0,CLOUDFLARENET,172.64.147
103.252.115.221,0.5,13414.0,TWITTER,103.252.115
40.79.207.82,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.79.207
117.21.204.27,0.5,4134.0,Chinanet,117.21.204
74.119.239.234,0.5,46606.0,UNIFIEDLAYER-AS-1,74.119.239
13.224.167.44,0.5,16509.0,AMAZON-02,13.224.167
13.224.167.108,0.5,16509.0,AMAZON-02,13.224.167
13.224.167.34,0.5,16509.0,AMAZON-02,13.224.167
13.224.167.58,0.5,16509.0,AMAZON-02,13.224.167
54.153.16.250,0.5,16509.0,AMAZON-02,54.153.16
52.8.198.157,0.5,16509.0,AMAZON-02,52.8.198
115.159.125.114,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,115.159.125
69.16.231.61,0.5,32244.0,LIQUIDWEB,69.16.231
104.21.17.62,0.5,13335.0,CLOUDFLARENET,104.21.17
172.67.222.252,0.5,13335.0,CLOUDFLARENET,172.67.222
91.237.218.76,0.5,212882.0,dnx network sarl,91.237.218
172.64.155.141,0.5,13335.0,CLOUDFLARENET,172.64.155
104.18.32.115,0.5,13335.0,CLOUDFLARENET,104.18.32
74.206.182.196,0.5,27589.0,MOJOHOST,74.206.182
85.25.195.215,0.5,8972.0,Host Europe GmbH,85.25.195
124.251.87.98,0.5,9802.0,AbitcoolChina Inc.,124.251.87
104.21.81.92,0.5,13335.0,CLOUDFLARENET,104.21.81
172.67.141.84,0.5,13335.0,CLOUDFLARENET,172.67.141
202.115.32.49,0.5,4538.0,China Education and Research Network Center,202.115.32
104.21.66.39,0.5,13335.0,CLOUDFLARENET,104.21.66
172.67.155.249,0.5,13335.0,CLOUDFLARENET,172.67.155
108.160.166.9,0.5,19679.0,DROPBOX,108.160.166
146.59.253.161,0.5,16276.0,OVH SAS,146.59.253
183.136.169.131,0.5,58461.0,CT-HangZhou-IDC,183.136.169
104.21.26.165,0.5,13335.0,CLOUDFLARENET,104.21.26
172.67.137.97,0.5,13335.0,CLOUDFLARENET,172.67.137
163.237.221.43,0.5,19255.0,YOUR-ORG-INC-NA,163.237.221
13.110.69.166,0.5,14340.0,SALESFORCE,13.110.69
13.110.44.166,0.5,14340.0,SALESFORCE,13.110.44
13.110.67.166,0.5,14340.0,SALESFORCE,13.110.67
40.100.47.114,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.100.47
40.100.20.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.100.20
40.100.46.114,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.100.46
40.99.8.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.8
40.100.47.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.100.47
51.255.142.183,0.5,16276.0,OVH SAS,51.255.142
185.7.99.244,0.5,42567.0,Mojohost B.v.,185.7.99
104.21.2.250,0.5,13335.0,CLOUDFLARENET,104.21.2
172.67.129.241,0.5,13335.0,CLOUDFLARENET,172.67.129
220.181.46.44,0.5,23724.0,"IDC, China Telecommunications Corporation",220.181.46
31.13.89.63,0.5,32934.0,FACEBOOK,31.13.89
157.240.3.8,0.5,32934.0,FACEBOOK,157.240.3
213.227.129.81,0.5,60781.0,LeaseWeb Netherlands B.V.,213.227.129
222.190.150.103,0.5,4134.0,Chinanet,222.190.150
18.142.111.69,0.5,16509.0,AMAZON-02,18.142.111
52.98.213.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.213
52.98.213.194,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.213
52.97.149.242,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.149
52.97.151.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.151
52.98.208.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.208
111.13.28.83,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",111.13.28
121.250.47.4,0.5,4538.0,China Education and Research Network Center,121.250.47
88.214.196.42,0.5,400513.0,IPIPE-INC,88.214.196
20.119.0.36,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.119.0
172.66.41.38,0.5,13335.0,CLOUDFLARENET,172.66.41
172.66.42.218,0.5,13335.0,CLOUDFLARENET,172.66.42
31.13.67.41,0.5,32934.0,FACEBOOK,31.13.67
104.21.22.21,0.5,13335.0,CLOUDFLARENET,104.21.22
172.67.202.9,0.5,13335.0,CLOUDFLARENET,172.67.202
185.149.132.58,0.5,32338.0,HOSTISERVER,185.149.132
172.67.209.148,0.5,13335.0,CLOUDFLARENET,172.67.209
104.21.75.3,0.5,13335.0,CLOUDFLARENET,104.21.75
157.240.17.36,0.5,32934.0,FACEBOOK,157.240.17
202.160.128.40,0.5,13414.0,TWITTER,202.160.128
104.219.248.114,0.5,22612.0,NAMECHEAP-NET,104.219.248
172.67.146.11,0.5,13335.0,CLOUDFLARENET,172.67.146
104.21.79.138,0.5,13335.0,CLOUDFLARENET,104.21.79
106.14.228.30,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",106.14.228
157.240.17.41,0.5,32934.0,FACEBOOK,157.240.17
104.21.8.202,0.5,13335.0,CLOUDFLARENET,104.21.8
172.67.157.214,0.5,13335.0,CLOUDFLARENET,172.67.157
220.200.135.65,0.5,4837.0,CHINA UNICOM China169 Backbone,220.200.135
185.200.116.51,0.5,9009.0,M247 Europe SRL,185.200.116
190.124.249.146,0.5,28110.0,NAVEGALO S.A.,190.124.249
120.197.33.9,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",120.197.33
157.122.49.9,0.5,17622.0,China Unicom Guangzhou network,157.122.49
210.76.75.87,0.5,58466.0,CHINANET Guangdong province network,210.76.75
13.107.3.254,0.5,8068.0,MICROSOFT-CORP-MSN-AS-BLOCK,13.107.3
104.21.84.225,0.5,13335.0,CLOUDFLARENET,104.21.84
172.67.197.183,0.5,13335.0,CLOUDFLARENET,172.67.197
119.145.103.214,0.5,4134.0,Chinanet,119.145.103
112.123.136.135,0.5,4837.0,CHINA UNICOM China169 Backbone,112.123.136
52.98.252.114,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.252
52.98.253.50,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.253
40.99.149.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.149
52.98.178.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.178
52.98.179.194,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.179
52.98.179.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.179
40.99.157.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.157
213.174.132.221,0.5,39572.0,DataWeb Global Group B.V.,213.174.132
143.95.33.84,0.5,46606.0,UNIFIEDLAYER-AS-1,143.95.33
172.64.155.247,0.5,13335.0,CLOUDFLARENET,172.64.155
104.18.32.9,0.5,13335.0,CLOUDFLARENET,104.18.32
108.160.170.52,0.5,19679.0,DROPBOX,108.160.170
54.226.25.186,0.5,14618.0,AMAZON-AES,54.226.25
54.146.250.165,0.5,14618.0,AMAZON-AES,54.146.250
206.54.182.51,0.5,35415.0,Webzilla B.V.,206.54.182
104.21.69.198,0.5,13335.0,CLOUDFLARENET,104.21.69
172.67.212.204,0.5,13335.0,CLOUDFLARENET,172.67.212
78.153.139.123,0.5,207713.0,Global Internet Solutions LLC,78.153.139
49.233.238.8,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,49.233.238
101.200.222.125,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",101.200.222
205.186.152.122,0.5,398110.0,GO-DADDY-COM-LLC,205.186.152
192.0.78.13,0.5,2635.0,AUTOMATTIC,192.0.78
192.0.78.12,0.5,2635.0,AUTOMATTIC,192.0.78
104.21.20.8,0.5,13335.0,CLOUDFLARENET,104.21.20
172.67.190.192,0.5,13335.0,CLOUDFLARENET,172.67.190
213.57.24.81,0.5,12849.0,Hot-Net internet services Ltd.,213.57.24
202.108.0.66,0.5,4808.0,China Unicom Beijing Province Network,202.108.0
49.7.36.205,0.5,23724.0,"IDC, China Telecommunications Corporation",49.7.36
106.63.15.52,0.5,141679.0,China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch,106.63.15
104.26.10.108,0.5,13335.0,CLOUDFLARENET,104.26.10
104.26.11.108,0.5,13335.0,CLOUDFLARENET,104.26.11
172.67.72.214,0.5,13335.0,CLOUDFLARENET,172.67.72
66.220.149.18,0.5,32934.0,FACEBOOK,66.220.149
44.227.76.166,0.5,16509.0,AMAZON-02,44.227.76
44.227.65.245,0.5,16509.0,AMAZON-02,44.227.65
185.83.214.222,0.5,48357.0,K4X OU,185.83.214
199.59.148.206,0.5,13414.0,TWITTER,199.59.148
47.112.167.49,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.112.167
59.82.60.45,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",59.82.60
101.42.126.142,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,101.42.126
104.21.234.142,0.5,13335.0,CLOUDFLARENET,104.21.234
104.21.234.143,0.5,13335.0,CLOUDFLARENET,104.21.234
99.192.152.43,0.5,27589.0,MOJOHOST,99.192.152
208.122.193.100,0.5,27589.0,MOJOHOST,208.122.193
162.251.108.39,0.5,32338.0,HOSTISERVER,162.251.108
104.22.56.144,0.5,13335.0,CLOUDFLARENET,104.22.56
104.22.57.144,0.5,13335.0,CLOUDFLARENET,104.22.57
172.67.25.240,0.5,13335.0,CLOUDFLARENET,172.67.25
13.224.167.90,0.5,16509.0,AMAZON-02,13.224.167
13.224.167.73,0.5,16509.0,AMAZON-02,13.224.167
13.224.167.47,0.5,16509.0,AMAZON-02,13.224.167
223.119.224.94,0.5,58453.0,"Level 30, Tower 1",223.119.224
40.90.142.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.90.142
162.125.32.13,0.5,19679.0,DROPBOX,162.125.32
202.90.110.12,0.5,4811.0,China Telecom Group,202.90.110
202.90.108.26,0.5,4811.0,China Telecom Group,202.90.108
3.96.9.197,0.5,16509.0,AMAZON-02,3.96.9
15.157.74.161,0.5,16509.0,AMAZON-02,15.157.74
172.67.170.37,0.5,13335.0,CLOUDFLARENET,172.67.170
104.21.28.12,0.5,13335.0,CLOUDFLARENET,104.21.28
104.23.124.189,0.5,13335.0,CLOUDFLARENET,104.23.124
23.198.11.71,0.5,20940.0,Akamai International B.V.,23.198.11
104.115.38.201,0.5,20940.0,Akamai International B.V.,104.115.38
172.67.203.243,0.5,13335.0,CLOUDFLARENET,172.67.203
104.21.37.46,0.5,13335.0,CLOUDFLARENET,104.21.37
47.110.23.67,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.110.23
172.67.134.192,0.5,13335.0,CLOUDFLARENET,172.67.134
104.21.6.111,0.5,13335.0,CLOUDFLARENET,104.21.6
172.67.189.66,0.5,13335.0,CLOUDFLARENET,172.67.189
104.21.9.123,0.5,13335.0,CLOUDFLARENET,104.21.9
52.98.54.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.54
40.99.10.66,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.10
40.99.10.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.10
46.229.167.132,0.5,39572.0,DataWeb Global Group B.V.,46.229.167
104.26.7.41,0.5,13335.0,CLOUDFLARENET,104.26.7
104.26.6.41,0.5,13335.0,CLOUDFLARENET,104.26.6
172.67.69.108,0.5,13335.0,CLOUDFLARENET,172.67.69
204.79.197.217,0.5,8068.0,MICROSOFT-CORP-MSN-AS-BLOCK,204.79.197
67.22.43.95,0.5,48684.0,Viking Host B.V.,67.22.43
20.60.58.161,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.60.58
172.67.164.42,0.5,13335.0,CLOUDFLARENET,172.67.164
104.21.41.97,0.5,13335.0,CLOUDFLARENET,104.21.41
124.232.177.10,0.5,4134.0,Chinanet,124.232.177
124.232.177.50,0.5,4134.0,Chinanet,124.232.177
172.67.171.183,0.5,13335.0,CLOUDFLARENET,172.67.171
104.21.63.194,0.5,13335.0,CLOUDFLARENET,104.21.63
210.139.255.49,0.5,2527.0,Sony Network Communications Inc.,210.139.255
108.160.162.115,0.5,19679.0,DROPBOX,108.160.162
104.21.85.220,0.5,13335.0,CLOUDFLARENET,104.21.85
172.67.211.191,0.5,13335.0,CLOUDFLARENET,172.67.211
172.67.148.195,0.5,13335.0,CLOUDFLARENET,172.67.148
104.21.11.104,0.5,13335.0,CLOUDFLARENET,104.21.11
202.119.112.29,0.5,4538.0,China Education and Research Network Center,202.119.112
199.59.149.202,0.5,13414.0,TWITTER,199.59.149
103.224.182.252,0.5,133618.0,Trellian Pty. Limited,103.224.182
218.59.175.15,0.5,4837.0,CHINA UNICOM China169 Backbone,218.59.175
17.120.252.48,0.5,714.0,APPLE-ENGINEERING,17.120.252
199.59.149.234,0.5,13414.0,TWITTER,199.59.149
109.202.108.38,0.5,49453.0,Global Layer B.V.,109.202.108
104.18.114.91,0.5,13335.0,CLOUDFLARENET,104.18.114
104.17.186.84,0.5,13335.0,CLOUDFLARENET,104.17.186
91.201.202.19,0.5,197684.0,DeRoy LLC.,91.201.202
52.97.241.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.241
40.99.201.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.201
52.98.145.98,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.145
40.100.174.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.100.174
40.99.213.50,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.213
52.98.145.82,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.145
52.97.146.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.146
149.56.30.148,0.5,16276.0,OVH SAS,149.56.30
103.22.220.133,0.5,9270.0,National Infomation Society Agency,103.22.220
185.73.220.12,0.5,32338.0,HOSTISERVER,185.73.220
170.72.167.9,0.5,13445.0,13445,170.72.167
199.80.55.195,0.5,40824.0,WZ-US-40824,199.80.55
172.67.129.129,0.5,13335.0,CLOUDFLARENET,172.67.129
104.21.2.174,0.5,13335.0,CLOUDFLARENET,104.21.2
47.100.228.4,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.100.228
106.14.118.51,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",106.14.118
58.205.193.76,0.5,4538.0,China Education and Research Network Center,58.205.193
104.21.43.84,0.5,13335.0,CLOUDFLARENET,104.21.43
172.67.176.248,0.5,13335.0,CLOUDFLARENET,172.67.176
35.161.142.160,0.5,16509.0,AMAZON-02,35.161.142
123.56.161.41,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",123.56.161
210.32.204.242,0.5,4538.0,China Education and Research Network Center,210.32.204
162.254.188.17,0.5,32338.0,HOSTISERVER,162.254.188
47.104.38.195,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.104.38
52.97.47.194,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.47
52.97.11.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.11
52.97.14.98,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.14
52.97.47.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.47
172.67.168.157,0.5,13335.0,CLOUDFLARENET,172.67.168
104.21.26.241,0.5,13335.0,CLOUDFLARENET,104.21.26
183.61.120.155,0.5,4134.0,Chinanet,183.61.120
23.89.82.65,0.5,13445.0,13445,23.89.82
119.23.84.71,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",119.23.84
172.67.129.48,0.5,13335.0,CLOUDFLARENET,172.67.129
104.21.1.113,0.5,13335.0,CLOUDFLARENET,104.21.1
207.246.136.196,0.5,11608.0,ATG-11608,207.246.136
110.52.56.73,0.5,4837.0,CHINA UNICOM China169 Backbone,110.52.56
182.91.255.213,0.5,4837.0,CHINA UNICOM China169 Backbone,182.91.255
222.66.109.32,0.5,4812.0,China Telecom Group,222.66.109
202.120.188.98,0.5,4538.0,China Education and Research Network Center,202.120.188
52.98.20.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.20
52.98.20.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.20
199.96.63.177,0.5,asn,cop,199.96.63
162.251.108.149,0.5,32338.0,HOSTISERVER,162.251.108
223.119.222.141,0.5,58453.0,"Level 30, Tower 1",223.119.222
223.119.130.182,0.5,58453.0,"Level 30, Tower 1",223.119.130
104.21.55.139,0.5,13335.0,CLOUDFLARENET,104.21.55
172.67.148.240,0.5,13335.0,CLOUDFLARENET,172.67.148
64.13.192.74,0.5,26496.0,AS-26496-GO-DADDY-COM-LLC,64.13.192
172.67.205.233,0.5,13335.0,CLOUDFLARENET,172.67.205
104.21.15.113,0.5,13335.0,CLOUDFLARENET,104.21.15
128.242.245.180,0.5,2914.0,NTT-LTD-2914,128.242.245
175.29.151.211,0.5,146993.0,DEEP BRIGHT LIMITED,175.29.151
46.31.236.1,0.5,16552.0,TIGGEE,46.31.236
37.46.210.104,0.5,34222.0,ZONER a.s.,37.46.210
104.21.57.186,0.5,13335.0,CLOUDFLARENET,104.21.57
172.67.165.117,0.5,13335.0,CLOUDFLARENET,172.67.165
3.5.64.47,0.5,16509.0,AMAZON-02,3.5.64
52.218.36.179,0.5,16509.0,AMAZON-02,52.218.36
52.218.37.3,0.5,16509.0,AMAZON-02,52.218.37
52.218.96.83,0.5,16509.0,AMAZON-02,52.218.96
3.5.72.161,0.5,16509.0,AMAZON-02,3.5.72
3.5.69.127,0.5,16509.0,AMAZON-02,3.5.69
52.218.62.160,0.5,16509.0,AMAZON-02,52.218.62
52.218.56.8,0.5,16509.0,AMAZON-02,52.218.56
185.208.130.136,0.5,39572.0,DataWeb Global Group B.V.,185.208.130
104.21.88.142,0.5,13335.0,CLOUDFLARENET,104.21.88
172.67.181.240,0.5,13335.0,CLOUDFLARENET,172.67.181
104.16.160.134,0.5,13335.0,CLOUDFLARENET,104.16.160
104.16.161.134,0.5,13335.0,CLOUDFLARENET,104.16.161
104.21.68.186,0.5,13335.0,CLOUDFLARENET,104.21.68
172.67.197.211,0.5,13335.0,CLOUDFLARENET,172.67.197
185.199.108.133,0.5,54113.0,FASTLY,185.199.108
185.199.110.133,0.5,54113.0,FASTLY,185.199.110
185.199.109.133,0.5,54113.0,FASTLY,185.199.109
185.199.111.133,0.5,54113.0,FASTLY,185.199.111
202.160.129.37,0.5,13414.0,TWITTER,202.160.129
172.67.206.246,0.5,13335.0,CLOUDFLARENET,172.67.206
104.21.69.94,0.5,13335.0,CLOUDFLARENET,104.21.69
172.67.141.33,0.5,13335.0,CLOUDFLARENET,172.67.141
104.21.41.6,0.5,13335.0,CLOUDFLARENET,104.21.41
104.21.4.16,0.5,13335.0,CLOUDFLARENET,104.21.4
172.67.131.132,0.5,13335.0,CLOUDFLARENET,172.67.131
114.113.83.24,0.5,4808.0,China Unicom Beijing Province Network,114.113.83
27.39.220.101,0.5,17816.0,China Unicom IP network China169 Guangdong province,27.39.220
199.122.7.14,0.5,33169.0,UDINET,199.122.7
216.18.164.37,0.5,29789.0,REFLECTED,216.18.164
123.56.2.108,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",123.56.2
172.67.133.182,0.5,13335.0,CLOUDFLARENET,172.67.133
104.21.14.10,0.5,13335.0,CLOUDFLARENET,104.21.14
18.233.2.161,0.5,14618.0,AMAZON-AES,18.233.2
54.209.42.14,0.5,14618.0,AMAZON-AES,54.209.42
50.16.133.185,0.5,14618.0,AMAZON-AES,50.16.133
3.82.237.187,0.5,14618.0,AMAZON-AES,3.82.237
3.215.101.59,0.5,14618.0,AMAZON-AES,3.215.101
3.225.127.165,0.5,14618.0,AMAZON-AES,3.225.127
34.233.58.40,0.5,14618.0,AMAZON-AES,34.233.58
52.23.108.162,0.5,14618.0,AMAZON-AES,52.23.108
172.67.223.110,0.5,13335.0,CLOUDFLARENET,172.67.223
104.21.94.122,0.5,13335.0,CLOUDFLARENET,104.21.94
103.45.233.36,0.5,135921.0,Maxserver Company Limited,103.45.233
120.232.247.40,0.5,56040.0,China Mobile communications corporation,120.232.247
116.63.133.176,0.5,58519.0,Cloud Computing Corporation,116.63.133
116.63.189.134,0.5,58519.0,Cloud Computing Corporation,116.63.189
27.221.108.54,0.5,4837.0,CHINA UNICOM China169 Backbone,27.221.108
116.63.182.174,0.5,58519.0,Cloud Computing Corporation,116.63.182
116.63.184.196,0.5,58519.0,Cloud Computing Corporation,116.63.184
104.21.71.251,0.5,13335.0,CLOUDFLARENET,104.21.71
172.67.172.157,0.5,13335.0,CLOUDFLARENET,172.67.172
104.21.81.123,0.5,13335.0,CLOUDFLARENET,104.21.81
172.67.161.27,0.5,13335.0,CLOUDFLARENET,172.67.161
116.153.56.117,0.5,4837.0,CHINA UNICOM China169 Backbone,116.153.56
20.52.64.201,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.52.64
107.6.182.84,0.5,32475.0,SINGLEHOP-LLC,107.6.182
157.240.8.36,0.5,32934.0,FACEBOOK,157.240.8
191.101.228.230,0.5,47583.0,Hostinger International Limited,191.101.228
52.97.144.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.144
40.99.204.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.204
40.99.204.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.204
40.101.80.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.101.80
52.97.144.2,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.144
52.98.232.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.232
185.88.181.56,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.55,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.60,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.57,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.54,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.53,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.58,0.5,46652.0,SERVERSTACK-ASN,185.88.181
185.88.181.59,0.5,46652.0,SERVERSTACK-ASN,185.88.181
68.66.224.8,0.5,55293.0,A2HOSTING,68.66.224
104.26.10.242,0.5,13335.0,CLOUDFLARENET,104.26.10
172.67.70.54,0.5,13335.0,CLOUDFLARENET,172.67.70
104.26.11.242,0.5,13335.0,CLOUDFLARENET,104.26.11
141.94.170.55,0.5,16276.0,OVH SAS,141.94.170
185.13.88.201,0.5,34655.0,JWE S.a r.l.,185.13.88
162.125.2.6,0.5,19679.0,DROPBOX,162.125.2
211.150.76.123,0.5,23724.0,"IDC, China Telecommunications Corporation",211.150.76
202.203.208.7,0.5,4538.0,China Education and Research Network Center,202.203.208
151.80.28.124,0.5,16276.0,OVH SAS,151.80.28
172.67.216.13,0.5,13335.0,CLOUDFLARENET,172.67.216
104.21.61.232,0.5,13335.0,CLOUDFLARENET,104.21.61
222.198.120.211,0.5,4538.0,China Education and Research Network Center,222.198.120
185.107.56.195,0.5,43350.0,NForce Entertainment B.V.,185.107.56
172.67.163.201,0.5,13335.0,CLOUDFLARENET,172.67.163
104.21.15.190,0.5,13335.0,CLOUDFLARENET,104.21.15
66.254.114.201,0.5,29789.0,REFLECTED,66.254.114
40.99.46.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.46
40.99.36.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.36
40.101.146.194,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.101.146
52.98.83.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.83
78.16.49.15,0.5,2110.0,BT Communications Ireland Limited,78.16.49
172.67.171.44,0.5,13335.0,CLOUDFLARENET,172.67.171
104.21.39.182,0.5,13335.0,CLOUDFLARENET,104.21.39
104.21.13.208,0.5,13335.0,CLOUDFLARENET,104.21.13
172.67.133.27,0.5,13335.0,CLOUDFLARENET,172.67.133
145.239.27.53,0.5,16276.0,OVH SAS,145.239.27
172.67.22.236,0.5,13335.0,CLOUDFLARENET,172.67.22
104.22.11.25,0.5,13335.0,CLOUDFLARENET,104.22.11
104.22.10.25,0.5,13335.0,CLOUDFLARENET,104.22.10
112.67.248.233,0.5,4134.0,Chinanet,112.67.248
